CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
1518,1518,5,ShipPro,4,Centro Este,2,En tránsito,2024-02-08,2024-08-01
1519,1519,5,ShipPro,1,Centro Norte,3,Entregado,2024-05-14,2024-06-26
1520,1520,1,FastDelivery,5,Centro Central,2,En tránsito,2024-05-03,2024-07-12
1521,1521,3,GlobalCourier,5,Centro Central,1,En preparación,2024-04-22,2024-11-17
1522,1522,5,ShipPro,1,Centro Norte,3,Entregado,2024-04-15,2024-10-23
1523,1523,3,GlobalCourier,4,Centro Este,3,Entregado,2024-10-12,2024-10-21
1524,1524,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-11-03,2024-11-14
1525,1525,2,ExpressShip,4,Centro Este,1,En preparación,2024-03-13,2024-11-11
1526,1526,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-07-07,2024-07-21
1527,1527,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-07-24,2024-10-22
1528,1528,1,FastDelivery,5,Centro Central,3,Entregado,2024-09-02,2024-10-01
1529,1529,4,QuickSend,4,Centro Este,3,Entregado,2024-08-12,2024-11-03
1530,1530,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-07-05,2024-07-19
1531,1531,5,ShipPro,3,Centro Oeste,3,Entregado,2024-07-11,2024-10-26
1532,1532,3,GlobalCourier,5,Centro Central,1,En preparación,2024-01-15,2024-08-03
1533,1533,5,ShipPro,5,Centro Central,2,En tránsito,2024-11-15,2024-11-15
1534,1534,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-05-08,2024-07-27
1535,1535,5,ShipPro,2,Centro Sur,2,En tránsito,2024-02-11,2024-08-31
1536,1536,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-11-14,2024-11-18
1537,1537,2,ExpressShip,4,Centro Este,2,En tránsito,2024-07-04,2024-10-16
1538,1538,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-09-10,2024-10-18
1539,1539,5,ShipPro,1,Centro Norte,2,En tránsito,2024-04-05,2024-09-11
1540,1540,2,ExpressShip,5,Centro Central,3,Entregado,2024-05-03,2024-09-15
1541,1541,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-11-15,2024-11-16
1542,1542,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-03-14,2024-04-22
1543,1543,5,ShipPro,1,Centro Norte,3,Entregado,2024-05-03,2024-07-02
1544,1544,5,ShipPro,5,Centro Central,4,Devuelto,2024-06-03,2024-07-27
1545,1545,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-09-25,2024-10-01
1546,1546,1,FastDelivery,2,Centro Sur,3,Entregado,2024-04-16,2024-08-29
1547,1547,5,ShipPro,2,Centro Sur,4,Devuelto,2024-09-16,2024-10-30
1548,1548,4,QuickSend,1,Centro Norte,2,En tránsito,2024-02-04,2024-02-25
1549,1549,5,ShipPro,1,Centro Norte,2,En tránsito,2024-05-11,2024-09-23
1550,1550,2,ExpressShip,1,Centro Norte,3,Entregado,2024-08-09,2024-10-25
1551,1551,4,QuickSend,5,Centro Central,1,En preparación,2024-10-20,2024-11-09
1552,1552,5,ShipPro,1,Centro Norte,4,Devuelto,2024-04-01,2024-04-30
1553,1553,1,FastDelivery,4,Centro Este,3,Entregado,2024-05-07,2024-09-28
1554,1554,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-06-27,2024-11-18
1555,1555,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-05-04,2024-10-23
1556,1556,2,ExpressShip,1,Centro Norte,3,Entregado,2024-09-09,2024-10-26
1557,1557,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-05-27,2024-07-27
1558,1558,2,ExpressShip,1,Centro Norte,3,Entregado,2024-03-29,2024-05-07
1559,1559,1,FastDelivery,5,Centro Central,3,Entregado,2024-01-31,2024-08-14
1560,1560,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-09-09,2024-10-02
1561,1561,4,QuickSend,1,Centro Norte,4,Devuelto,2024-03-30,2024-04-15
1562,1562,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-06-01,2024-08-26
1563,1563,4,QuickSend,2,Centro Sur,3,Entregado,2024-08-10,2024-08-12
1564,1564,4,QuickSend,2,Centro Sur,2,En tránsito,2024-09-25,2024-11-04
1565,1565,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-06-01,2024-08-27
1566,1566,4,QuickSend,4,Centro Este,1,En preparación,2024-09-21,2024-09-25
1567,1567,5,ShipPro,5,Centro Central,3,Entregado,2024-01-31,2024-04-03
1568,1568,4,QuickSend,5,Centro Central,2,En tránsito,2024-10-25,2024-10-25
1569,1569,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-01-23,2024-07-01
1570,1570,1,FastDelivery,4,Centro Este,3,Entregado,2024-06-18,2024-08-06
1571,1571,4,QuickSend,1,Centro Norte,1,En preparación,2024-09-19,2024-10-06
1572,1572,1,FastDelivery,4,Centro Este,1,En preparación,2024-05-26,2024-11-17
1573,1573,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-08-29,2024-09-28
1574,1574,5,ShipPro,5,Centro Central,4,Devuelto,2024-10-08,2024-10-26
1575,1575,2,ExpressShip,2,Centro Sur,1,En preparación,2024-10-16,2024-10-18
1576,1576,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-07-14,2024-10-12
1577,1577,1,FastDelivery,5,Centro Central,1,En preparación,2024-01-24,2024-08-22
1578,1578,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-07-09,2024-07-21
1579,1579,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-11-11,2024-11-15
1580,1580,4,QuickSend,4,Centro Este,3,Entregado,2024-07-20,2024-07-27
1581,1581,2,ExpressShip,1,Centro Norte,1,En preparación,2024-02-04,2024-06-14
1582,1582,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-04-01,2024-09-21
1583,1583,2,ExpressShip,2,Centro Sur,3,Entregado,2024-01-28,2024-04-18
1584,1584,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-02-14,2024-10-12
1585,1585,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-08-30,2024-10-18
1586,1586,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-10-10,2024-10-24
1587,1587,5,ShipPro,5,Centro Central,3,Entregado,2024-02-12,2024-08-07
1588,1588,1,FastDelivery,4,Centro Este,3,Entregado,2024-05-16,2024-05-25
1589,1589,1,FastDelivery,5,Centro Central,4,Devuelto,2024-05-10,2024-11-07
1590,1590,4,QuickSend,3,Centro Oeste,1,En preparación,2024-07-09,2024-07-26
1591,1591,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-02-19,2024-06-26
1592,1592,5,ShipPro,2,Centro Sur,4,Devuelto,2024-07-04,2024-11-17
1593,1593,5,ShipPro,2,Centro Sur,2,En tránsito,2024-10-08,2024-10-30
1594,1594,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-05-11,2024-10-07
1595,1595,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-06-07,2024-09-09
1596,1596,1,FastDelivery,5,Centro Central,3,Entregado,2024-03-04,2024-10-05
1597,1597,1,FastDelivery,4,Centro Este,1,En preparación,2024-06-15,2024-09-09
1598,1598,4,QuickSend,1,Centro Norte,1,En preparación,2024-04-06,2024-04-21
1599,1599,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-10-01,2024-11-07
1600,1600,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-09-09,2024-10-18
1601,1601,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-05-27,2024-07-27
1602,1602,3,GlobalCourier,5,Centro Central,3,Entregado,2024-06-28,2024-08-27
1603,1603,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-08-16,2024-10-20
1604,1604,4,QuickSend,1,Centro Norte,1,En preparación,2024-06-14,2024-07-14
1605,1605,2,ExpressShip,5,Centro Central,4,Devuelto,2024-04-03,2024-06-03
1606,1606,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-06-21,2024-06-25
1607,1607,4,QuickSend,4,Centro Este,1,En preparación,2024-08-23,2024-09-03
1608,1608,4,QuickSend,1,Centro Norte,1,En preparación,2024-09-04,2024-11-17
1609,1609,4,QuickSend,1,Centro Norte,4,Devuelto,2024-10-30,2024-11-09
1610,1610,1,FastDelivery,5,Centro Central,4,Devuelto,2024-04-19,2024-04-30
1611,1611,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-11-05,2024-11-16
1612,1612,4,QuickSend,2,Centro Sur,3,Entregado,2024-09-14,2024-09-16
1613,1613,5,ShipPro,3,Centro Oeste,1,En preparación,2024-01-24,2024-08-16
1614,1614,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-01-09,2024-02-20
1615,1615,2,ExpressShip,1,Centro Norte,1,En preparación,2024-08-29,2024-11-14
1616,1616,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-03-18,2024-07-08
1617,1617,1,FastDelivery,4,Centro Este,3,Entregado,2024-09-06,2024-09-15
1618,1618,1,FastDelivery,5,Centro Central,4,Devuelto,2024-03-10,2024-06-16
1619,1619,5,ShipPro,1,Centro Norte,2,En tránsito,2024-05-09,2024-09-21
1620,1620,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-03-11,2024-05-24
1621,1621,4,QuickSend,4,Centro Este,4,Devuelto,2024-06-04,2024-10-12
1622,1622,5,ShipPro,2,Centro Sur,3,Entregado,2024-07-11,2024-07-11
1623,1623,5,ShipPro,4,Centro Este,1,En preparación,2024-09-04,2024-09-25
1624,1624,2,ExpressShip,1,Centro Norte,3,Entregado,2024-10-25,2024-10-28
1625,1625,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-04-06,2024-09-20
1626,1626,1,FastDelivery,5,Centro Central,1,En preparación,2024-08-09,2024-09-27
1627,1627,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-05-10,2024-08-05
1628,1628,1,FastDelivery,4,Centro Este,4,Devuelto,2024-04-18,2024-10-17
1629,1629,5,ShipPro,3,Centro Oeste,1,En preparación,2024-04-07,2024-04-12
1630,1630,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-05-05,2024-06-07
1631,1631,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-04-03,2024-08-26
1632,1632,4,QuickSend,2,Centro Sur,2,En tránsito,2024-07-20,2024-08-31
1633,1633,2,ExpressShip,2,Centro Sur,3,Entregado,2024-07-22,2024-10-21
1634,1634,4,QuickSend,2,Centro Sur,3,Entregado,2024-08-03,2024-08-19
1635,1635,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-04-19,2024-05-24
1636,1636,4,QuickSend,2,Centro Sur,1,En preparación,2024-09-13,2024-10-20
1637,1637,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-04-05,2024-08-24
1638,1638,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-05-13,2024-10-07
1639,1639,5,ShipPro,2,Centro Sur,3,Entregado,2024-06-16,2024-09-24
1640,1640,5,ShipPro,1,Centro Norte,1,En preparación,2024-10-10,2024-11-03
1641,1641,1,FastDelivery,1,Centro Norte,1,En preparación,2024-10-21,2024-11-03
1642,1642,1,FastDelivery,5,Centro Central,4,Devuelto,2024-10-15,2024-11-17
1643,1643,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-08-11,2024-08-31
1644,1644,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-05-07,2024-07-24
1645,1645,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-05-11,2024-09-18
1646,1646,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-08-26,2024-11-03
1647,1647,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-06-28,2024-11-11
1648,1648,1,FastDelivery,4,Centro Este,3,Entregado,2024-10-28,2024-11-17
1649,1649,5,ShipPro,1,Centro Norte,4,Devuelto,2024-06-09,2024-09-13
1650,1650,4,QuickSend,1,Centro Norte,4,Devuelto,2024-07-30,2024-11-05
1651,1651,3,GlobalCourier,4,Centro Este,1,En preparación,2024-08-26,2024-09-27
1652,1652,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-07-16,2024-11-16
1653,1653,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-01-12,2024-08-08
1654,1654,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-05-04,2024-09-13
1655,1655,5,ShipPro,1,Centro Norte,1,En preparación,2024-02-24,2024-04-04
1656,1656,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-02-11,2024-08-12
1657,1657,3,GlobalCourier,5,Centro Central,1,En preparación,2024-01-27,2024-05-26
1658,1658,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-11-13,2024-11-13
1659,1659,5,ShipPro,1,Centro Norte,1,En preparación,2024-09-16,2024-11-13
1660,1660,5,ShipPro,1,Centro Norte,4,Devuelto,2024-04-15,2024-06-02
1661,1661,4,QuickSend,5,Centro Central,3,Entregado,2024-09-18,2024-09-19
1662,1662,4,QuickSend,3,Centro Oeste,3,Entregado,2024-06-09,2024-09-09
1663,1663,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-02-27,2024-06-09
1664,1664,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-05-23,2024-10-12
1665,1665,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-04-07,2024-04-13
1666,1666,4,QuickSend,5,Centro Central,1,En preparación,2024-08-20,2024-10-24
1667,1667,1,FastDelivery,1,Centro Norte,1,En preparación,2024-04-22,2024-05-28
1668,1668,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-01-13,2024-09-16
1669,1669,1,FastDelivery,1,Centro Norte,1,En preparación,2024-08-25,2024-11-14
1670,1670,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-08-08,2024-10-22
1671,1671,5,ShipPro,4,Centro Este,4,Devuelto,2024-07-13,2024-11-17
1672,1672,3,GlobalCourier,5,Centro Central,3,Entregado,2024-10-29,2024-10-30
1673,1673,4,QuickSend,1,Centro Norte,3,Entregado,2024-02-06,2024-10-22
1674,1674,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-09-15,2024-10-11
1675,1675,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-10-06,2024-10-26
1676,1676,1,FastDelivery,2,Centro Sur,3,Entregado,2024-02-24,2024-10-29
1677,1677,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-06-01,2024-09-05
1678,1678,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-04-13,2024-08-27
1679,1679,5,ShipPro,5,Centro Central,3,Entregado,2024-04-08,2024-10-18
1680,1680,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-05-22,2024-09-21
1681,1681,4,QuickSend,5,Centro Central,3,Entregado,2024-09-28,2024-09-29
1682,1682,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-05-12,2024-09-11
1683,1683,3,GlobalCourier,5,Centro Central,3,Entregado,2024-10-13,2024-10-18
1684,1684,2,ExpressShip,4,Centro Este,1,En preparación,2024-10-23,2024-11-11
1685,1685,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-04-14,2024-05-09
1686,1686,2,ExpressShip,5,Centro Central,3,Entregado,2024-06-02,2024-10-20
1687,1687,4,QuickSend,2,Centro Sur,1,En preparación,2024-09-11,2024-10-01
1688,1688,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-06-15,2024-09-20
1689,1689,1,FastDelivery,1,Centro Norte,3,Entregado,2024-01-06,2024-08-23
1690,1690,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-11-15,2024-11-17
1691,1691,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-03-17,2024-05-22
1692,1692,5,ShipPro,4,Centro Este,2,En tránsito,2024-08-28,2024-10-28
1693,1693,2,ExpressShip,5,Centro Central,3,Entregado,2024-01-08,2024-05-31
1694,1694,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-08-02,2024-09-24
1695,1695,1,FastDelivery,5,Centro Central,1,En preparación,2024-10-30,2024-10-31
1696,1696,2,ExpressShip,4,Centro Este,2,En tránsito,2024-03-11,2024-05-06
1697,1697,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-09-01,2024-09-09
1698,1698,1,FastDelivery,4,Centro Este,1,En preparación,2024-11-06,2024-11-13
1699,1699,3,GlobalCourier,5,Centro Central,1,En preparación,2024-07-12,2024-10-30
1700,1700,1,FastDelivery,5,Centro Central,3,Entregado,2024-10-09,2024-11-13
1701,1701,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-02-19,2024-07-27
1702,1702,3,GlobalCourier,4,Centro Este,1,En preparación,2024-07-22,2024-08-11
1703,1703,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-01-28,2024-02-05
1704,1704,5,ShipPro,1,Centro Norte,3,Entregado,2024-01-24,2024-07-02
1705,1705,5,ShipPro,4,Centro Este,2,En tránsito,2024-03-10,2024-08-27
1706,1706,4,QuickSend,1,Centro Norte,3,Entregado,2024-06-12,2024-09-23
1707,1707,5,ShipPro,2,Centro Sur,1,En preparación,2024-07-22,2024-09-28
1708,1708,1,FastDelivery,2,Centro Sur,1,En preparación,2024-03-12,2024-10-07
1709,1709,5,ShipPro,2,Centro Sur,2,En tránsito,2024-02-29,2024-09-10
1710,1710,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-05-04,2024-07-12
1711,1711,5,ShipPro,4,Centro Este,4,Devuelto,2024-01-10,2024-03-03
1712,1712,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-04-12,2024-06-04
1713,1713,4,QuickSend,4,Centro Este,3,Entregado,2024-06-28,2024-07-05
1714,1714,1,FastDelivery,2,Centro Sur,1,En preparación,2024-05-29,2024-08-28
1715,1715,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-11-13,2024-11-16
1716,1716,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-03-28,2024-07-30
1717,1717,5,ShipPro,5,Centro Central,4,Devuelto,2024-05-13,2024-05-19
1718,1718,4,QuickSend,4,Centro Este,4,Devuelto,2024-04-21,2024-06-11
1719,1719,5,ShipPro,4,Centro Este,3,Entregado,2024-08-16,2024-11-11
1720,1720,3,GlobalCourier,4,Centro Este,3,Entregado,2024-05-17,2024-06-25
1721,1721,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-02-22,2024-06-19
1722,1722,3,GlobalCourier,5,Centro Central,3,Entregado,2024-11-03,2024-11-05
1723,1723,5,ShipPro,4,Centro Este,4,Devuelto,2024-06-01,2024-09-16
1724,1724,5,ShipPro,5,Centro Central,2,En tránsito,2024-01-03,2024-09-03
1725,1725,5,ShipPro,1,Centro Norte,2,En tránsito,2024-04-23,2024-05-07
1726,1726,4,QuickSend,5,Centro Central,2,En tránsito,2024-03-15,2024-10-07
1727,1727,5,ShipPro,4,Centro Este,2,En tránsito,2024-05-26,2024-09-26
1728,1728,4,QuickSend,4,Centro Este,3,Entregado,2024-05-24,2024-09-02
1729,1729,4,QuickSend,4,Centro Este,2,En tránsito,2024-08-11,2024-11-16
1730,1730,4,QuickSend,2,Centro Sur,1,En preparación,2024-10-12,2024-11-11
1731,1731,2,ExpressShip,5,Centro Central,3,Entregado,2024-08-08,2024-11-10
1732,1732,4,QuickSend,5,Centro Central,4,Devuelto,2024-10-05,2024-10-29
1733,1733,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-07-15,2024-10-03
1734,1734,1,FastDelivery,5,Centro Central,1,En preparación,2024-05-11,2024-05-19
1735,1735,2,ExpressShip,1,Centro Norte,1,En preparación,2024-09-07,2024-10-16
1736,1736,2,ExpressShip,2,Centro Sur,3,Entregado,2024-01-21,2024-10-03
1737,1737,5,ShipPro,2,Centro Sur,4,Devuelto,2024-04-14,2024-08-01
1738,1738,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-08-22,2024-10-29
1739,1739,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-08-22,2024-11-18
1740,1740,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-03-05,2024-10-19
1741,1741,4,QuickSend,5,Centro Central,1,En preparación,2024-02-29,2024-10-08
1742,1742,1,FastDelivery,4,Centro Este,4,Devuelto,2024-07-10,2024-09-16
1743,1743,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-03-25,2024-09-04
1744,1744,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-10-18,2024-11-04
1745,1745,5,ShipPro,4,Centro Este,1,En preparación,2024-07-06,2024-07-13
1746,1746,5,ShipPro,5,Centro Central,2,En tránsito,2024-08-24,2024-11-11
1747,1747,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-03-27,2024-09-30
1748,1748,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-04-11,2024-09-08
1749,1749,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-01-02,2024-11-12
1750,1750,3,GlobalCourier,4,Centro Este,3,Entregado,2024-08-22,2024-11-12
1751,1751,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-07-27,2024-07-27
1752,1752,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-02-14,2024-10-16
1753,1753,5,ShipPro,4,Centro Este,1,En preparación,2024-09-25,2024-10-23
1754,1754,1,FastDelivery,2,Centro Sur,1,En preparación,2024-08-12,2024-10-01
1755,1755,5,ShipPro,5,Centro Central,4,Devuelto,2024-10-17,2024-11-04
1756,1756,1,FastDelivery,5,Centro Central,4,Devuelto,2024-02-13,2024-05-23
1757,1757,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-08-15,2024-10-13
1758,1758,5,ShipPro,4,Centro Este,1,En preparación,2024-07-27,2024-09-25
1759,1759,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-03-21,2024-03-26
1760,1760,1,FastDelivery,5,Centro Central,4,Devuelto,2024-01-04,2024-04-02
1761,1761,2,ExpressShip,4,Centro Este,2,En tránsito,2024-10-20,2024-10-25
1762,1762,5,ShipPro,1,Centro Norte,2,En tránsito,2024-08-02,2024-08-17
1763,1763,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-03-29,2024-08-24
1764,1764,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-05-03,2024-05-05
1765,1765,4,QuickSend,3,Centro Oeste,3,Entregado,2024-06-12,2024-07-04
1766,1766,4,QuickSend,1,Centro Norte,3,Entregado,2024-08-16,2024-09-09
1767,1767,4,QuickSend,4,Centro Este,3,Entregado,2024-09-15,2024-10-25
1768,1768,1,FastDelivery,5,Centro Central,4,Devuelto,2024-07-23,2024-09-17
1769,1769,1,FastDelivery,4,Centro Este,3,Entregado,2024-01-24,2024-04-05
1770,1770,4,QuickSend,4,Centro Este,2,En tránsito,2024-10-27,2024-11-13
1771,1771,4,QuickSend,4,Centro Este,4,Devuelto,2024-01-16,2024-08-28
1772,1772,4,QuickSend,2,Centro Sur,2,En tránsito,2024-08-08,2024-09-22
1773,1773,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-05-19,2024-08-31
1774,1774,5,ShipPro,2,Centro Sur,1,En preparación,2024-08-19,2024-08-23
1775,1775,4,QuickSend,2,Centro Sur,4,Devuelto,2024-02-21,2024-11-09
1776,1776,2,ExpressShip,4,Centro Este,4,Devuelto,2024-07-30,2024-10-13
1777,1777,4,QuickSend,5,Centro Central,3,Entregado,2024-06-19,2024-07-22
1778,1778,4,QuickSend,2,Centro Sur,4,Devuelto,2024-05-30,2024-10-01
1779,1779,4,QuickSend,4,Centro Este,2,En tránsito,2024-09-09,2024-10-26
1780,1780,4,QuickSend,4,Centro Este,2,En tránsito,2024-05-08,2024-05-25
1781,1781,1,FastDelivery,5,Centro Central,4,Devuelto,2024-10-01,2024-10-01
1782,1782,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-03-02,2024-06-29
1783,1783,5,ShipPro,1,Centro Norte,2,En tránsito,2024-03-12,2024-07-04
1784,1784,5,ShipPro,2,Centro Sur,3,Entregado,2024-06-20,2024-07-07
1785,1785,4,QuickSend,1,Centro Norte,3,Entregado,2024-06-13,2024-10-24
1786,1786,2,ExpressShip,1,Centro Norte,1,En preparación,2024-10-17,2024-11-01
1787,1787,1,FastDelivery,5,Centro Central,3,Entregado,2024-09-23,2024-10-28
1788,1788,4,QuickSend,2,Centro Sur,1,En preparación,2024-05-29,2024-06-08
1789,1789,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-06-27,2024-08-29
1790,1790,4,QuickSend,1,Centro Norte,3,Entregado,2024-03-28,2024-08-07
1791,1791,4,QuickSend,5,Centro Central,3,Entregado,2024-06-14,2024-06-14
1792,1792,1,FastDelivery,5,Centro Central,4,Devuelto,2024-09-08,2024-09-09
1793,1793,5,ShipPro,4,Centro Este,2,En tránsito,2024-04-25,2024-10-03
1794,1794,1,FastDelivery,4,Centro Este,1,En preparación,2024-05-26,2024-09-24
1795,1795,5,ShipPro,1,Centro Norte,4,Devuelto,2024-02-12,2024-02-23
1796,1796,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-02-23,2024-07-20
1797,1797,2,ExpressShip,1,Centro Norte,1,En preparación,2024-10-27,2024-11-03
1798,1798,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-03-20,2024-08-22
1799,1799,4,QuickSend,3,Centro Oeste,1,En preparación,2024-10-04,2024-10-19
1800,1800,3,GlobalCourier,4,Centro Este,3,Entregado,2024-11-17,2024-11-18
1801,1801,1,FastDelivery,4,Centro Este,3,Entregado,2024-11-17,2024-11-18
1802,1802,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-10-18,2024-11-13
1803,1803,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-07-08,2024-10-20
1804,1804,4,QuickSend,1,Centro Norte,2,En tránsito,2024-03-12,2024-08-15
1805,1805,1,FastDelivery,1,Centro Norte,1,En preparación,2024-07-19,2024-10-19
1806,1806,2,ExpressShip,5,Centro Central,4,Devuelto,2024-07-13,2024-10-23
1807,1807,5,ShipPro,2,Centro Sur,2,En tránsito,2024-05-02,2024-09-09
1808,1808,5,ShipPro,5,Centro Central,1,En preparación,2024-08-05,2024-10-04
1809,1809,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-10-18,2024-10-23
1810,1810,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-10-02,2024-10-10
1811,1811,1,FastDelivery,5,Centro Central,2,En tránsito,2024-04-10,2024-05-30
1812,1812,5,ShipPro,1,Centro Norte,3,Entregado,2024-03-30,2024-09-10
1813,1813,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-05-26,2024-06-06
1814,1814,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-07-09,2024-08-21
1815,1815,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-04-28,2024-08-30
1816,1816,5,ShipPro,2,Centro Sur,1,En preparación,2024-11-10,2024-11-15
1817,1817,1,FastDelivery,5,Centro Central,2,En tránsito,2024-08-12,2024-11-13
1818,1818,2,ExpressShip,1,Centro Norte,1,En preparación,2024-02-14,2024-02-26
1819,1819,5,ShipPro,2,Centro Sur,4,Devuelto,2024-09-27,2024-11-12
1820,1820,4,QuickSend,4,Centro Este,1,En preparación,2024-11-05,2024-11-09
1821,1821,2,ExpressShip,5,Centro Central,3,Entregado,2024-06-01,2024-10-07
1822,1822,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-06-23,2024-09-08
1823,1823,2,ExpressShip,2,Centro Sur,1,En preparación,2024-05-30,2024-10-17
1824,1824,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-02-02,2024-02-02
1825,1825,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-06-27,2024-10-15
