FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2022-11-11,18.0,Aspiradora Robot,6.0,451.85,NULL,NULL,7.0,Tienda Express
2022-07-07,NULL,NULL,NULL,NULL,12.0,Cyberdyne Systems,17.0,Tienda Virtual Sur
2024-11-17,4.0,Microondas 20L,1.0,757.73,5.0,Weyland-Yutani,9.0,Tienda Online Plus
2022-03-26,1.0,"Televisor LED 55""",10.0,1041.45,5.0,Weyland-Yutani,12.0,Outlet Sur
2024-07-12,25.0,Teléfono Inteligente 256GB,5.0,666.69,15.0,LexCorp,NULL,NULL
2024-09-03,9.0,"Tablet 10""",7.0,772.95,1.0,ACME Corp,12.0,Outlet Sur
2024-06-09,24.0,Smartwatch Deportivo,4.0,589.06,11.0,Biohazard Inc,9.0,Tienda Online Plus
2024-04-16,16.0,Refrigerador Triple Puerta,9.0,967.34,13.0,Tyrell Corp,10.0,ElectroShop California
2024-03-19,27.0,Lavadora Carga Superior,2.0,1283.99,9.0,Pied Piper,3.0,Outlet Norte
2024-10-30,NULL,NULL,NULL,NULL,1.0,ACME Corp,2.0,Tienda Central
2024-07-22,2.0,Lavadora 8kg,4.0,451.72,12.0,Cyberdyne Systems,3.0,Outlet Norte
2024-11-15,9.0,"Tablet 10""",1.0,1215.57,10.0,Hooli,8.0,ElectroShop Este
2023-04-01,1.0,"Televisor LED 55""",10.0,277.67,6.0,Stark Industries,8.0,ElectroShop Este
2024-09-23,17.0,Microondas 25L,10.0,728.73,8.0,Dunder Mifflin,18.0,ElectroShop Satélite
2023-03-31,19.0,Batidora de Mano,8.0,367.48,4.0,Umbrella Corp,7.0,Tienda Express
2022-08-16,11.0,phone,3.0,888.92,14.0,Blue Sun Corporation,11.0,Tienda Norte
2022-05-05,8.0,"Computadora Portátil 15""",6.0,762.57,11.0,Biohazard Inc,11.0,Tienda Norte
2023-06-13,13.0,Lavadora 10kg,2.0,56.84,9.0,Pied Piper,13.0,ElectroShop Norte
2022-01-12,16.0,Refrigerador Triple Puerta,4.0,793.87,11.0,Biohazard Inc,20.0,ElectroShop Store
2024-07-06,19.0,Batidora de Mano,2.0,343.95,3.0,Initech,5.0,Tienda Premium
2023-08-27,8.0,"Computadora Portátil 15""",1.0,724.38,NULL,NULL,18.0,ElectroShop Satélite
2024-07-01,12.0,"Televisor LED 55""",2.0,326.2,12.0,Cyberdyne Systems,18.0,ElectroShop Satélite
2023-04-18,10.0,Smartwatch,5.0,193.91,2.0,Globex Corporation,11.0,Tienda Norte
2023-09-10,24.0,Smartwatch Deportivo,9.0,606.92,14.0,Blue Sun Corporation,13.0,ElectroShop Norte
2023-05-05,20.0,Lavadora Secadora,8.0,105.54,10.0,Hooli,15.0,ElectroShop Express
2024-10-18,10.0,Smartwatch,9.0,562.15,6.0,Stark Industries,12.0,Outlet Sur
2024-02-06,9.0,"Tablet 10""",9.0,1022.77,13.0,Tyrell Corp,1.0,ElectroShop Online
2022-10-08,11.0,phone,3.0,1285.23,6.0,Stark Industries,3.0,Outlet Norte
2022-06-11,2.0,Lavadora 8kg,10.0,150.65,11.0,Biohazard Inc,NULL,NULL
2023-10-10,21.0,Home Theater 7.1,1.0,220.51,2.0,Globex Corporation,1.0,ElectroShop Online
2023-11-17,4.0,Microondas 20L,2.0,702.92,12.0,Cyberdyne Systems,18.0,ElectroShop Satélite
2023-03-16,7.0,Home Theater 5.1,9.0,1329.46,3.0,Initech,20.0,ElectroShop Store
2023-07-15,23.0,"Tablet - 12""",8.0,962.36,15.0,LexCorp,13.0,ElectroShop Norte
2023-01-27,4.0,Microondas 20L,2.0,1261.79,10.0,Hooli,11.0,Tienda Norte
2022-11-28,6.0,Licuadora 600W,6.0,486.37,2.0,Globex Corporation,3.0,Outlet Norte
2022-08-28,18.0,Aspiradora Robot,8.0,863.25,NULL,NULL,14.0,NULL
2024-07-05,3.0,Refrigerador Doble Puerta,5.0,1153.96,9.0,Pied Piper,2.0,Tienda Central
2024-03-10,18.0,Aspiradora Robot,8.0,491.38,12.0,Cyberdyne Systems,5.0,Tienda Premium
2023-09-09,18.0,Aspiradora Robot,5.0,1336.83,15.0,LexCorp,20.0,ElectroShop Store
2023-06-18,NULL,NULL,NULL,NULL,1.0,ACME Corp,6.0,ElectroShop Oeste
2022-06-11,2.0,Lavadora 8kg,10.0,349.21,4.0,Umbrella Corp,3.0,Outlet Norte
2024-10-20,26.0,"Televisor OLED 55""",10.0,107.25,6.0,Stark Industries,18.0,ElectroShop Satélite
2022-01-17,20.0,Lavadora Secadora,7.0,1347.67,5.0,Weyland-Yutani,7.0,Tienda Express
2024-01-24,7.0,Home Theater 5.1,8.0,193.82,8.0,Dunder Mifflin,11.0,Tienda Norte
2022-07-18,2.0,Lavadora 8kg,3.0,402.58,9.0,Pied Piper,5.0,Tienda Premium
2024-03-10,27.0,Lavadora Carga Superior,5.0,1456.28,13.0,Tyrell Corp,10.0,ElectroShop California
2022-12-18,30.0,Parlante Bluetooth,1.0,432.93,15.0,LexCorp,5.0,Tienda Premium
2022-03-10,13.0,Lavadora 10kg,9.0,968.4,1.0,ACME Corp,9.0,Tienda Online Plus
2024-08-11,23.0,"Tablet - 12""",9.0,327.78,7.0,Wayne Enterprises,19.0,Tienda Plus
2023-11-24,29.0,Refrigerador Compacto,10.0,713.58,2.0,Globex Corporation,11.0,Tienda Norte
2022-02-27,24.0,Smartwatch Deportivo,6.0,596.78,12.0,Cyberdyne Systems,10.0,ElectroShop California
2023-12-29,2.0,Lavadora 8kg,5.0,523.23,12.0,Cyberdyne Systems,NULL,NULL
2022-10-14,10.0,Smartwatch,1.0,309.54,NULL,NULL,15.0,ElectroShop Express
2023-03-13,24.0,Smartwatch Deportivo,7.0,957.63,7.0,Wayne Enterprises,15.0,ElectroShop Express
2023-07-30,19.0,Batidora de Mano,6.0,1408.48,9.0,Pied Piper,10.0,ElectroShop California
2023-09-26,20.0,Lavadora Secadora,3.0,853.05,11.0,Biohazard Inc,14.0,NULL
2023-07-19,5.0,Aspiradora Sin Bolsa,3.0,360.68,15.0,LexCorp,13.0,ElectroShop Norte
2023-04-25,21.0,Home Theater 7.1,8.0,1422.79,11.0,Biohazard Inc,5.0,Tienda Premium
2022-02-14,30.0,Parlante Bluetooth,4.0,391.22,1.0,ACME Corp,13.0,ElectroShop Norte
2023-12-30,4.0,Microondas 20L,8.0,584.75,7.0,Wayne Enterprises,6.0,ElectroShop Oeste
2022-03-09,1.0,"Televisor LED 55""",6.0,63.76,3.0,Initech,1.0,ElectroShop Online
2022-03-16,25.0,Teléfono Inteligente 256GB,7.0,712.93,8.0,Dunder Mifflin,17.0,Tienda Virtual Sur
2022-07-30,17.0,Microondas 25L,4.0,417.21,10.0,Hooli,6.0,ElectroShop Oeste
2023-02-20,9.0,"Tablet 10""",9.0,446.29,12.0,Cyberdyne Systems,2.0,Tienda Central
2024-03-22,30.0,Parlante Bluetooth,10.0,291.07,8.0,Dunder Mifflin,20.0,ElectroShop Store
2023-06-27,24.0,Smartwatch Deportivo,10.0,714.13,1.0,ACME Corp,14.0,NULL
2023-04-18,19.0,Batidora de Mano,4.0,1242.76,7.0,Wayne Enterprises,NULL,NULL
2022-04-27,10.0,Smartwatch,6.0,559.58,13.0,Tyrell Corp,13.0,ElectroShop Norte
2022-06-13,18.0,Aspiradora Robot,5.0,678.38,13.0,Tyrell Corp,15.0,ElectroShop Express
2022-10-29,8.0,"Computadora Portátil 15""",7.0,754.58,12.0,Cyberdyne Systems,11.0,Tienda Norte
2023-11-29,10.0,Smartwatch,3.0,1473.58,8.0,Dunder Mifflin,14.0,NULL
2023-06-18,4.0,Microondas 20L,8.0,451.74,7.0,Wayne Enterprises,18.0,ElectroShop Satélite
2023-02-26,13.0,Lavadora 10kg,7.0,632.29,7.0,Wayne Enterprises,15.0,ElectroShop Express
2022-08-03,NULL,NULL,NULL,NULL,14.0,Blue Sun Corporation,11.0,Tienda Norte
2024-08-07,30.0,Parlante Bluetooth,2.0,152.02,7.0,Wayne Enterprises,12.0,Outlet Sur
2022-01-26,5.0,Aspiradora Sin Bolsa,5.0,375.1,14.0,Blue Sun Corporation,7.0,Tienda Express
2023-11-19,NULL,NULL,NULL,NULL,13.0,Tyrell Corp,20.0,ElectroShop Store
2024-06-30,29.0,Refrigerador Compacto,10.0,1081.19,10.0,Hooli,7.0,Tienda Express
2023-06-12,26.0,"Televisor OLED 55""",9.0,1007.0,NULL,NULL,1.0,ElectroShop Online
2022-01-17,25.0,Teléfono Inteligente 256GB,9.0,851.36,6.0,Stark Industries,9.0,Tienda Online Plus
2024-11-12,9.0,"Tablet 10""",2.0,806.36,12.0,Cyberdyne Systems,6.0,ElectroShop Oeste
2022-12-11,20.0,Lavadora Secadora,4.0,1301.64,10.0,Hooli,1.0,ElectroShop Online
2023-02-05,10.0,Smartwatch,8.0,235.58,11.0,Biohazard Inc,NULL,NULL
2024-05-14,22.0,"Laptop Gamer 15""",4.0,1073.1,6.0,Stark Industries,5.0,Tienda Premium
2022-05-26,NULL,NULL,NULL,NULL,7.0,Wayne Enterprises,8.0,ElectroShop Este
2024-01-01,7.0,Home Theater 5.1,10.0,1030.81,NULL,NULL,5.0,Tienda Premium
2022-03-06,13.0,Lavadora 10kg,7.0,812.09,3.0,Initech,7.0,Tienda Express
2024-10-01,23.0,"Tablet - 12""",4.0,219.26,11.0,Biohazard Inc,10.0,ElectroShop California
2022-02-01,6.0,Licuadora 600W,5.0,192.69,15.0,LexCorp,18.0,ElectroShop Satélite
2022-10-26,NULL,NULL,NULL,NULL,4.0,Umbrella Corp,14.0,NULL
2022-02-15,26.0,"Televisor OLED 55""",3.0,1105.49,1.0,ACME Corp,18.0,ElectroShop Satélite
2024-11-15,15.0,"Televisor LED 65""",9.0,1338.02,14.0,Blue Sun Corporation,14.0,NULL
2022-09-14,22.0,"Laptop Gamer 15""",10.0,513.68,7.0,Wayne Enterprises,7.0,Tienda Express
2024-07-26,30.0,Parlante Bluetooth,9.0,361.53,6.0,Stark Industries,5.0,Tienda Premium
2023-11-27,14.0,Refrigerador Simple Puerta,2.0,622.75,1.0,ACME Corp,5.0,Tienda Premium
2024-04-20,4.0,Microondas 20L,10.0,163.58,15.0,LexCorp,1.0,ElectroShop Online
2022-06-06,21.0,Home Theater 7.1,9.0,798.65,13.0,Tyrell Corp,4.0,ElectroShop Sur
2023-05-14,6.0,Licuadora 600W,4.0,151.19,11.0,Biohazard Inc,20.0,ElectroShop Store
2022-02-10,30.0,Parlante Bluetooth,1.0,651.4,6.0,Stark Industries,3.0,Outlet Norte
2022-11-16,2.0,Lavadora 8kg,6.0,1141.54,7.0,Wayne Enterprises,NULL,NULL
2024-01-08,28.0,Cafetera Espresso,3.0,1458.7,10.0,Hooli,15.0,ElectroShop Express
2024-03-22,23.0,"Tablet - 12""",5.0,1212.31,10.0,Hooli,20.0,ElectroShop Store
2022-09-22,2.0,Lavadora 8kg,7.0,741.76,5.0,Weyland-Yutani,8.0,ElectroShop Este
2022-03-12,26.0,"Televisor OLED 55""",9.0,452.09,10.0,Hooli,3.0,Outlet Norte
2024-07-29,24.0,Smartwatch Deportivo,7.0,974.14,14.0,Blue Sun Corporation,2.0,Tienda Central
2023-12-27,14.0,Refrigerador Simple Puerta,10.0,73.76,8.0,Dunder Mifflin,NULL,NULL
2022-08-29,22.0,"Laptop Gamer 15""",4.0,957.61,14.0,Blue Sun Corporation,9.0,Tienda Online Plus
2024-03-11,25.0,Teléfono Inteligente 256GB,10.0,313.57,15.0,LexCorp,12.0,Outlet Sur
2022-01-25,24.0,Smartwatch Deportivo,6.0,688.59,2.0,Globex Corporation,1.0,ElectroShop Online
2024-03-19,16.0,Refrigerador Triple Puerta,8.0,1022.79,13.0,Tyrell Corp,9.0,Tienda Online Plus
2023-11-27,1.0,"Televisor LED 55""",7.0,967.44,14.0,Blue Sun Corporation,10.0,ElectroShop California
2022-10-18,2.0,Lavadora 8kg,5.0,297.07,12.0,Cyberdyne Systems,12.0,Outlet Sur
2024-11-18,NULL,NULL,NULL,NULL,3.0,Initech,NULL,NULL
2023-12-08,25.0,Teléfono Inteligente 256GB,5.0,591.5,10.0,Hooli,9.0,Tienda Online Plus
2022-08-17,26.0,"Televisor OLED 55""",4.0,848.34,13.0,Tyrell Corp,2.0,Tienda Central
2024-02-01,2.0,Lavadora 8kg,5.0,953.49,2.0,Globex Corporation,5.0,Tienda Premium
2022-10-27,21.0,Home Theater 7.1,10.0,1314.59,NULL,NULL,15.0,ElectroShop Express
2023-06-15,15.0,"Televisor LED 65""",10.0,298.11,11.0,Biohazard Inc,2.0,Tienda Central
2024-07-15,NULL,NULL,NULL,NULL,14.0,Blue Sun Corporation,5.0,Tienda Premium
2024-06-03,13.0,Lavadora 10kg,7.0,718.31,14.0,Blue Sun Corporation,20.0,ElectroShop Store
2022-02-06,4.0,Microondas 20L,1.0,738.47,9.0,Pied Piper,14.0,NULL
2023-06-01,12.0,"Televisor LED 55""",1.0,1253.71,6.0,Stark Industries,2.0,Tienda Central
2022-10-07,3.0,Refrigerador Doble Puerta,6.0,926.98,3.0,Initech,8.0,ElectroShop Este
2022-06-20,15.0,"Televisor LED 65""",5.0,416.78,7.0,Wayne Enterprises,12.0,Outlet Sur
2024-02-05,1.0,"Televisor LED 55""",6.0,449.14,15.0,LexCorp,12.0,Outlet Sur
2023-06-11,28.0,Cafetera Espresso,5.0,594.19,8.0,Dunder Mifflin,20.0,ElectroShop Store
2023-05-04,29.0,Refrigerador Compacto,9.0,540.7,12.0,Cyberdyne Systems,11.0,Tienda Norte
2024-09-20,22.0,"Laptop Gamer 15""",7.0,121.55,1.0,ACME Corp,3.0,Outlet Norte
2023-09-29,7.0,Home Theater 5.1,10.0,1153.48,10.0,Hooli,4.0,ElectroShop Sur
2023-09-26,18.0,Aspiradora Robot,10.0,104.01,11.0,Biohazard Inc,15.0,ElectroShop Express
2022-12-30,20.0,Lavadora Secadora,9.0,853.93,12.0,Cyberdyne Systems,9.0,Tienda Online Plus
2023-03-31,22.0,"Laptop Gamer 15""",8.0,59.91,6.0,Stark Industries,19.0,Tienda Plus
2024-08-15,29.0,Refrigerador Compacto,6.0,734.15,8.0,Dunder Mifflin,12.0,Outlet Sur
2024-10-08,30.0,Parlante Bluetooth,4.0,114.29,NULL,NULL,3.0,Outlet Norte
2022-10-06,10.0,Smartwatch,10.0,259.18,13.0,Tyrell Corp,17.0,Tienda Virtual Sur
2022-08-30,22.0,"Laptop Gamer 15""",5.0,1042.06,10.0,Hooli,13.0,ElectroShop Norte
2023-05-17,NULL,NULL,NULL,NULL,4.0,Umbrella Corp,14.0,NULL
2022-04-22,10.0,Smartwatch,8.0,249.06,12.0,Cyberdyne Systems,17.0,Tienda Virtual Sur
2023-05-10,14.0,Refrigerador Simple Puerta,1.0,154.42,NULL,NULL,20.0,ElectroShop Store
2023-09-20,11.0,phone,6.0,315.47,1.0,ACME Corp,14.0,NULL
2022-07-16,13.0,Lavadora 10kg,2.0,333.48,13.0,Tyrell Corp,20.0,ElectroShop Store
2024-04-01,2.0,Lavadora 8kg,1.0,650.46,9.0,Pied Piper,20.0,ElectroShop Store
2023-04-23,8.0,"Computadora Portátil 15""",4.0,1320.14,11.0,Biohazard Inc,12.0,Outlet Sur
2023-02-07,6.0,Licuadora 600W,7.0,306.19,15.0,LexCorp,9.0,Tienda Online Plus
2024-04-14,26.0,"Televisor OLED 55""",8.0,561.27,11.0,Biohazard Inc,3.0,Outlet Norte
2024-02-07,3.0,Refrigerador Doble Puerta,8.0,826.92,5.0,Weyland-Yutani,17.0,Tienda Virtual Sur
2024-04-04,4.0,Microondas 20L,1.0,1456.88,7.0,Wayne Enterprises,6.0,ElectroShop Oeste
2022-04-11,17.0,Microondas 25L,7.0,392.59,4.0,Umbrella Corp,9.0,Tienda Online Plus
2024-09-06,9.0,"Tablet 10""",2.0,166.07,2.0,Globex Corporation,3.0,Outlet Norte
2024-05-04,3.0,Refrigerador Doble Puerta,2.0,1296.19,8.0,Dunder Mifflin,3.0,Outlet Norte
2024-01-12,23.0,"Tablet - 12""",9.0,587.05,12.0,Cyberdyne Systems,7.0,Tienda Express
2022-10-31,20.0,Lavadora Secadora,9.0,1044.01,14.0,Blue Sun Corporation,3.0,Outlet Norte
2022-03-29,7.0,Home Theater 5.1,3.0,765.74,15.0,LexCorp,1.0,ElectroShop Online
2023-08-14,25.0,Teléfono Inteligente 256GB,6.0,206.24,14.0,Blue Sun Corporation,9.0,Tienda Online Plus
2023-01-16,25.0,Teléfono Inteligente 256GB,6.0,623.07,11.0,Biohazard Inc,12.0,Outlet Sur
2023-03-15,28.0,Cafetera Espresso,9.0,856.23,6.0,Stark Industries,1.0,ElectroShop Online
2023-11-20,26.0,"Televisor OLED 55""",2.0,1186.67,3.0,Initech,7.0,Tienda Express
2023-01-25,9.0,"Tablet 10""",9.0,313.09,5.0,Weyland-Yutani,13.0,ElectroShop Norte
2022-09-02,13.0,Lavadora 10kg,7.0,810.26,14.0,Blue Sun Corporation,11.0,Tienda Norte
2023-06-28,8.0,"Computadora Portátil 15""",7.0,983.31,14.0,Blue Sun Corporation,9.0,Tienda Online Plus
2022-03-31,8.0,"Computadora Portátil 15""",5.0,305.77,10.0,Hooli,8.0,ElectroShop Este
2022-08-24,5.0,Aspiradora Sin Bolsa,6.0,169.15,2.0,Globex Corporation,2.0,Tienda Central
2024-08-08,27.0,Lavadora Carga Superior,4.0,1245.6,8.0,Dunder Mifflin,18.0,ElectroShop Satélite
2023-03-06,26.0,"Televisor OLED 55""",9.0,383.84,6.0,Stark Industries,1.0,ElectroShop Online
2022-03-21,2.0,Lavadora 8kg,5.0,1478.69,1.0,ACME Corp,19.0,Tienda Plus
2023-12-14,4.0,Microondas 20L,9.0,371.85,7.0,Wayne Enterprises,10.0,ElectroShop California
2024-06-15,30.0,Parlante Bluetooth,10.0,129.65,6.0,Stark Industries,17.0,Tienda Virtual Sur
2022-03-21,1.0,"Televisor LED 55""",10.0,349.52,6.0,Stark Industries,6.0,ElectroShop Oeste
2022-10-18,12.0,"Televisor LED 55""",9.0,807.92,6.0,Stark Industries,20.0,ElectroShop Store
2024-06-26,30.0,Parlante Bluetooth,2.0,846.31,12.0,Cyberdyne Systems,6.0,ElectroShop Oeste
2024-10-17,6.0,Licuadora 600W,9.0,568.41,15.0,LexCorp,20.0,ElectroShop Store
2024-05-03,17.0,Microondas 25L,5.0,733.69,9.0,Pied Piper,11.0,Tienda Norte
2022-10-26,12.0,"Televisor LED 55""",5.0,1137.91,12.0,Cyberdyne Systems,20.0,ElectroShop Store
2022-11-11,22.0,"Laptop Gamer 15""",6.0,934.62,15.0,LexCorp,19.0,Tienda Plus
2024-07-17,21.0,Home Theater 7.1,5.0,480.2,12.0,Cyberdyne Systems,1.0,ElectroShop Online
2022-12-06,22.0,"Laptop Gamer 15""",6.0,87.77,5.0,Weyland-Yutani,17.0,Tienda Virtual Sur
2024-04-24,NULL,NULL,NULL,NULL,6.0,Stark Industries,9.0,Tienda Online Plus
2023-08-31,21.0,Home Theater 7.1,2.0,1165.09,8.0,Dunder Mifflin,19.0,Tienda Plus
2024-04-08,29.0,Refrigerador Compacto,1.0,195.19,8.0,Dunder Mifflin,17.0,Tienda Virtual Sur
2023-03-23,10.0,Smartwatch,3.0,474.25,1.0,ACME Corp,2.0,Tienda Central
2022-07-11,29.0,Refrigerador Compacto,9.0,309.76,12.0,Cyberdyne Systems,14.0,NULL
2022-03-14,24.0,Smartwatch Deportivo,4.0,1001.01,11.0,Biohazard Inc,3.0,Outlet Norte
2024-03-15,14.0,Refrigerador Simple Puerta,3.0,758.19,13.0,Tyrell Corp,4.0,ElectroShop Sur
2023-03-19,3.0,Refrigerador Doble Puerta,9.0,963.13,14.0,Blue Sun Corporation,12.0,Outlet Sur
2024-04-20,27.0,Lavadora Carga Superior,3.0,1484.22,13.0,Tyrell Corp,19.0,Tienda Plus
2024-02-27,16.0,Refrigerador Triple Puerta,10.0,1215.32,13.0,Tyrell Corp,4.0,ElectroShop Sur
2022-12-07,14.0,Refrigerador Simple Puerta,4.0,722.94,3.0,Initech,14.0,NULL
2023-08-22,5.0,Aspiradora Sin Bolsa,3.0,207.55,9.0,Pied Piper,12.0,Outlet Sur
2024-11-06,2.0,Lavadora 8kg,4.0,415.85,3.0,Initech,5.0,Tienda Premium
2022-02-06,19.0,Batidora de Mano,6.0,1024.37,4.0,Umbrella Corp,NULL,NULL
2022-05-31,17.0,Microondas 25L,2.0,1317.59,2.0,Globex Corporation,1.0,ElectroShop Online
2023-03-22,23.0,"Tablet - 12""",9.0,1286.67,14.0,Blue Sun Corporation,15.0,ElectroShop Express
2022-12-06,9.0,"Tablet 10""",1.0,799.05,9.0,Pied Piper,1.0,ElectroShop Online
2023-12-25,12.0,"Televisor LED 55""",10.0,344.64,7.0,Wayne Enterprises,4.0,ElectroShop Sur
2022-09-09,21.0,Home Theater 7.1,6.0,659.83,11.0,Biohazard Inc,15.0,ElectroShop Express
2023-08-23,10.0,Smartwatch,8.0,1378.7,12.0,Cyberdyne Systems,10.0,ElectroShop California
2024-03-22,5.0,Aspiradora Sin Bolsa,3.0,348.33,8.0,Dunder Mifflin,NULL,NULL
2023-11-02,11.0,phone,1.0,418.82,11.0,Biohazard Inc,15.0,ElectroShop Express
2024-03-19,28.0,Cafetera Espresso,1.0,814.78,9.0,Pied Piper,18.0,ElectroShop Satélite
2023-09-19,7.0,Home Theater 5.1,1.0,1056.75,10.0,Hooli,1.0,ElectroShop Online
2024-11-16,21.0,Home Theater 7.1,1.0,740.15,11.0,Biohazard Inc,10.0,ElectroShop California
2024-08-30,8.0,"Computadora Portátil 15""",2.0,544.21,14.0,Blue Sun Corporation,17.0,Tienda Virtual Sur
2023-04-26,26.0,"Televisor OLED 55""",5.0,736.02,8.0,Dunder Mifflin,12.0,Outlet Sur
2024-09-08,4.0,Microondas 20L,3.0,345.68,7.0,Wayne Enterprises,4.0,ElectroShop Sur
2023-12-18,3.0,Refrigerador Doble Puerta,6.0,1071.2,14.0,Blue Sun Corporation,13.0,ElectroShop Norte
2023-05-17,23.0,"Tablet - 12""",1.0,1415.41,7.0,Wayne Enterprises,NULL,NULL
2023-05-01,23.0,"Tablet - 12""",9.0,467.38,6.0,Stark Industries,17.0,Tienda Virtual Sur
2022-10-28,1.0,"Televisor LED 55""",4.0,944.26,11.0,Biohazard Inc,17.0,Tienda Virtual Sur
2022-05-23,10.0,Smartwatch,5.0,86.97,8.0,Dunder Mifflin,10.0,ElectroShop California
2022-02-27,19.0,Batidora de Mano,9.0,546.87,8.0,Dunder Mifflin,13.0,ElectroShop Norte
2024-06-11,2.0,Lavadora 8kg,6.0,438.74,12.0,Cyberdyne Systems,7.0,Tienda Express
2023-08-01,17.0,Microondas 25L,1.0,1128.64,5.0,Weyland-Yutani,2.0,Tienda Central
2024-10-25,2.0,Lavadora 8kg,10.0,1278.94,5.0,Weyland-Yutani,15.0,ElectroShop Express
2024-06-09,NULL,NULL,NULL,NULL,13.0,Tyrell Corp,19.0,Tienda Plus
2022-12-09,6.0,Licuadora 600W,3.0,317.98,2.0,Globex Corporation,NULL,NULL
2023-12-13,14.0,Refrigerador Simple Puerta,1.0,66.96,7.0,Wayne Enterprises,4.0,ElectroShop Sur
2023-05-29,1.0,"Televisor LED 55""",9.0,1082.71,13.0,Tyrell Corp,11.0,Tienda Norte
2024-02-28,7.0,Home Theater 5.1,3.0,258.06,15.0,LexCorp,19.0,Tienda Plus
2024-11-12,14.0,Refrigerador Simple Puerta,3.0,1446.32,6.0,Stark Industries,12.0,Outlet Sur
2022-12-06,30.0,Parlante Bluetooth,6.0,305.73,12.0,Cyberdyne Systems,20.0,ElectroShop Store
2022-11-07,25.0,Teléfono Inteligente 256GB,10.0,818.19,NULL,NULL,3.0,Outlet Norte
2022-08-27,23.0,"Tablet - 12""",9.0,860.26,2.0,Globex Corporation,12.0,Outlet Sur
2023-02-25,16.0,Refrigerador Triple Puerta,9.0,1070.91,15.0,LexCorp,17.0,Tienda Virtual Sur
2023-10-13,4.0,Microondas 20L,9.0,925.17,2.0,Globex Corporation,NULL,NULL
2023-06-01,14.0,Refrigerador Simple Puerta,6.0,98.12,6.0,Stark Industries,5.0,Tienda Premium
2023-09-15,3.0,Refrigerador Doble Puerta,10.0,500.93,13.0,Tyrell Corp,11.0,Tienda Norte
2024-08-06,6.0,Licuadora 600W,9.0,129.24,11.0,Biohazard Inc,14.0,NULL
2023-11-24,22.0,"Laptop Gamer 15""",8.0,718.56,10.0,Hooli,8.0,ElectroShop Este
2022-03-01,15.0,"Televisor LED 65""",2.0,989.85,13.0,Tyrell Corp,4.0,ElectroShop Sur
2023-02-01,4.0,Microondas 20L,10.0,1138.31,7.0,Wayne Enterprises,7.0,Tienda Express
2023-04-02,15.0,"Televisor LED 65""",8.0,770.5,1.0,ACME Corp,17.0,Tienda Virtual Sur
2024-02-28,23.0,"Tablet - 12""",5.0,291.13,15.0,LexCorp,7.0,Tienda Express
2022-07-30,19.0,Batidora de Mano,5.0,1458.61,13.0,Tyrell Corp,4.0,ElectroShop Sur
2023-09-10,3.0,Refrigerador Doble Puerta,9.0,810.83,2.0,Globex Corporation,12.0,Outlet Sur
2022-11-18,26.0,"Televisor OLED 55""",2.0,919.51,11.0,Biohazard Inc,9.0,Tienda Online Plus
2023-02-23,23.0,"Tablet - 12""",10.0,407.35,6.0,Stark Industries,14.0,NULL
2024-08-29,11.0,phone,6.0,490.26,4.0,Umbrella Corp,8.0,ElectroShop Este
2023-12-17,4.0,Microondas 20L,8.0,118.25,9.0,Pied Piper,2.0,Tienda Central
2023-12-08,29.0,Refrigerador Compacto,9.0,1470.03,11.0,Biohazard Inc,2.0,Tienda Central
2024-09-30,11.0,phone,9.0,478.89,1.0,ACME Corp,17.0,Tienda Virtual Sur
2023-02-22,10.0,Smartwatch,2.0,1114.34,10.0,Hooli,13.0,ElectroShop Norte
2024-05-19,9.0,"Tablet 10""",8.0,939.37,14.0,Blue Sun Corporation,10.0,ElectroShop California
2024-09-18,13.0,Lavadora 10kg,9.0,885.3,13.0,Tyrell Corp,8.0,ElectroShop Este
2023-10-29,26.0,"Televisor OLED 55""",5.0,688.05,2.0,Globex Corporation,NULL,NULL
2022-03-12,NULL,NULL,NULL,NULL,3.0,Initech,2.0,Tienda Central
2024-09-01,23.0,"Tablet - 12""",4.0,1222.94,12.0,Cyberdyne Systems,9.0,Tienda Online Plus
2022-04-29,8.0,"Computadora Portátil 15""",8.0,330.58,3.0,Initech,18.0,ElectroShop Satélite
2023-12-06,11.0,phone,9.0,865.1,8.0,Dunder Mifflin,20.0,ElectroShop Store
2023-04-04,13.0,Lavadora 10kg,9.0,124.14,5.0,Weyland-Yutani,12.0,Outlet Sur
2024-02-18,6.0,Licuadora 600W,7.0,728.04,4.0,Umbrella Corp,18.0,ElectroShop Satélite
2024-05-26,16.0,Refrigerador Triple Puerta,1.0,1484.86,14.0,Blue Sun Corporation,17.0,Tienda Virtual Sur
2022-01-07,22.0,"Laptop Gamer 15""",4.0,1385.87,12.0,Cyberdyne Systems,12.0,Outlet Sur
2022-06-22,15.0,"Televisor LED 65""",9.0,861.47,12.0,Cyberdyne Systems,18.0,ElectroShop Satélite
2022-06-03,9.0,"Tablet 10""",7.0,233.44,4.0,Umbrella Corp,8.0,ElectroShop Este
2022-12-01,11.0,phone,2.0,415.52,3.0,Initech,6.0,ElectroShop Oeste
2022-04-14,10.0,Smartwatch,4.0,723.83,7.0,Wayne Enterprises,3.0,Outlet Norte
2023-10-10,22.0,"Laptop Gamer 15""",10.0,946.44,4.0,Umbrella Corp,11.0,Tienda Norte
